keyword_id,conversion_date,conversions,revenue
283,2025-04-01,221,28241.84
283,2025-05-01,311,16272.51
283,2025-06-01,276,59511.51
283,2025-07-01,306,33060.01
283,2025-08-01,406,60341.99
283,2025-09-01,1191,269438.37
283,2025-10-01,200,15472.29
283,2025-11-01,1031,229220.38
283,2025-12-01,1405,281788.87
284,2024-01-01,9,2060.6
284,2024-02-01,38,8695.26
284,2024-03-01,103,6064.29
284,2024-04-01,5,1238.58
284,2024-05-01,123,24915.11
284,2024-06-01,185,29806.18
284,2024-07-01,186,30984.3
284,2024-08-01,509,79302.56
284,2024-09-01,794,90011.48
284,2024-10-01,31,4162.95
284,2024-11-01,1512,160392.57
284,2024-12-01,326,68827.92
284,2025-01-01,1045,168686.05
284,2025-02-01,1298,221796.66
284,2025-03-01,464,74080.02
284,2025-04-01,1338,96456.23
284,2025-05-01,1374,83946.03
284,2025-06-01,1980,145550.68
284,2025-07-01,882,211413.76
284,2025-08-01,741,129517.22
284,2025-09-01,920,44116.74
284,2025-10-01,1423,284034.28
284,2025-11-01,559,38650.04
284,2025-12-01,1994,343307.55
285,2024-01-01,7,1368.83
285,2024-02-01,32,7483.27
285,2024-03-01,27,2686.66
285,2024-04-01,15,2037.84
285,2024-05-01,53,8120.88
285,2024-06-01,13,2151.75
285,2024-07-01,71,8740.45
285,2024-08-01,13,946.37
285,2024-09-01,2,110.9
285,2024-10-01,13,3144.31
285,2024-11-01,46,3667.99
285,2024-12-01,85,13731.27
285,2025-01-01,21,2708.44
285,2025-02-01,25,3310.84
285,2025-03-01,35,8436.12
285,2025-04-01,41,1839.98
285,2025-05-01,42,6529.87
285,2025-06-01,35,5777.47
285,2025-07-01,27,4871.23
285,2025-08-01,53,4203.16
285,2025-09-01,74,8298.84
285,2025-10-01,161,11838.79
285,2025-11-01,109,8974.58
285,2025-12-01,121,11505.24
286,2024-01-01,30,5239.94
286,2024-02-01,7,642.44
286,2024-03-01,5,527.01
286,2024-04-01,32,2242.5
286,2024-05-01,19,1411.08
286,2024-06-01,25,2119.23
286,2024-07-01,9,1539.76
286,2024-08-01,7,1203.22
286,2024-09-01,49,10911.19
286,2024-10-01,46,8345.33
286,2024-11-01,23,3317.44
286,2024-12-01,29,1857.35
286,2025-01-01,46,11471.69
286,2025-02-01,34,7767.59
286,2025-03-01,118,28916.43
286,2025-04-01,0,0.0
286,2025-05-01,66,12825.97
286,2025-06-01,34,4861.82
286,2025-07-01,90,19603.8
286,2025-08-01,3,316.08
286,2025-09-01,43,3086.13
286,2025-10-01,13,3002.48
286,2025-11-01,78,11270.9
286,2025-12-01,2,396.25
287,2024-01-01,33,6200.23
287,2024-02-01,5,595.89
287,2024-03-01,23,3969.04
287,2024-04-01,31,4054.46
287,2024-05-01,25,1696.72
287,2024-06-01,43,10179.7
287,2024-07-01,114,17100.78
287,2024-08-01,43,4323.18
287,2024-09-01,76,6824.52
287,2024-10-01,21,5087.87
287,2024-11-01,20,2995.43
287,2024-12-01,3,452.21
287,2025-01-01,99,22206.32
287,2025-02-01,115,25290.26
287,2025-03-01,61,4906.28
287,2025-04-01,90,18902.05
287,2025-05-01,19,2294.72
287,2025-06-01,78,18915.62
287,2025-07-01,42,4397.81
287,2025-08-01,69,14105.2
287,2025-09-01,113,9671.48
287,2025-10-01,103,22838.52
287,2025-11-01,98,12230.86
287,2025-12-01,199,34765.9
288,2024-01-01,25,4023.31
288,2024-02-01,138,8130.79
288,2024-03-01,199,46939.55
288,2024-04-01,94,10312.64
288,2024-05-01,67,2990.59
288,2024-06-01,93,6810.2
288,2024-07-01,36,3033.04
288,2024-08-01,274,18393.48
288,2024-09-01,253,25569.31
288,2024-10-01,62,15212.86
288,2024-11-01,332,27475.72
288,2024-12-01,566,68821.82
288,2025-01-01,162,39179.74
288,2025-02-01,524,61590.8
288,2025-03-01,311,24823.0
288,2025-04-01,477,71831.32
288,2025-05-01,129,7051.6
288,2025-06-01,986,209151.02
288,2025-07-01,627,32178.7
288,2025-08-01,407,37716.01
288,2025-09-01,198,28678.34
288,2025-10-01,305,16245.01
288,2025-11-01,1280,166120.14
288,2025-12-01,99,10749.98
289,2024-01-01,42,5457.17
289,2024-02-01,18,2833.19
289,2024-03-01,7,1099.33
289,2024-04-01,88,21856.21
289,2024-05-01,24,4533.13
289,2024-06-01,89,21333.37
289,2024-07-01,47,7951.52
289,2024-08-01,117,12651.34
289,2024-09-01,147,34545.87
289,2024-10-01,40,3803.62
289,2024-11-01,104,19491.7
289,2024-12-01,166,10447.55
289,2025-01-01,68,10081.18
289,2025-02-01,6,634.35
289,2025-03-01,64,7323.26
289,2025-04-01,108,15120.12
289,2025-05-01,14,1367.85
289,2025-06-01,343,62299.24
289,2025-07-01,197,19413.36
289,2025-08-01,324,70938.91
289,2025-09-01,88,10776.52
289,2025-10-01,290,63123.45
289,2025-11-01,697,56222.18
289,2025-12-01,860,93930.64
290,2024-01-01,38,6086.51
290,2024-02-01,33,6598.35
290,2024-03-01,71,4123.06
290,2024-04-01,31,4646.71
290,2024-05-01,22,3939.12
290,2024-06-01,35,5887.99
290,2024-07-01,71,7242.95
290,2024-08-01,16,1225.7
290,2024-09-01,26,5077.47
290,2024-10-01,29,6714.28
290,2024-11-01,47,6068.64
290,2024-12-01,37,6507.34
290,2025-01-01,73,4065.86
290,2025-02-01,33,1781.8
290,2025-03-01,72,9915.57
290,2025-04-01,40,7538.67
290,2025-05-01,33,7063.01
290,2025-06-01,9,1501.76
290,2025-07-01,18,917.89
290,2025-08-01,9,557.1
290,2025-09-01,49,9443.65
290,2025-10-01,7,1401.97
290,2025-11-01,24,1709.38
290,2025-12-01,84,16457.93
291,2024-01-01,154,14919.29
291,2024-02-01,40,9142.44
291,2024-03-01,19,1826.88
291,2024-04-01,172,20558.83
291,2024-05-01,134,25939.41
291,2024-06-01,90,11036.52
291,2024-07-01,233,13026.86
291,2024-08-01,49,11886.89
291,2024-09-01,189,39329.31
291,2024-10-01,150,17862.99
291,2024-11-01,249,60944.36
291,2024-12-01,79,10928.23
291,2025-01-01,20,3895.29
291,2025-02-01,92,5198.18
291,2025-03-01,54,5646.31
291,2025-04-01,448,90708.06
291,2025-05-01,508,103196.95
291,2025-06-01,293,49545.46
291,2025-07-01,150,13068.13
291,2025-08-01,37,5468.55
291,2025-09-01,186,41596.09
291,2025-10-01,686,104801.52
291,2025-11-01,318,50275.1
291,2025-12-01,680,59174.33
292,2024-01-01,23,5337.78
292,2024-02-01,41,7499.45
292,2024-03-01,84,4404.49
292,2024-04-01,8,1570.91
292,2024-05-01,0,0.0
292,2024-06-01,33,5279.47
292,2024-07-01,22,3252.4
292,2024-08-01,18,731.69
292,2024-09-01,120,16427.39
292,2024-10-01,24,2628.99
292,2024-11-01,13,2898.19
292,2024-12-01,60,13478.92
292,2025-01-01,36,2702.06
292,2025-02-01,29,6323.34
292,2025-03-01,45,7612.23
292,2025-04-01,117,12349.9
292,2025-05-01,154,16281.41
292,2025-06-01,47,2621.21
292,2025-07-01,84,12752.66
292,2025-08-01,16,2212.49
292,2025-09-01,41,2531.92
292,2025-10-01,55,8405.47
292,2025-11-01,152,21868.48
292,2025-12-01,41,7110.26
293,2024-01-01,14,812.94
293,2024-02-01,4,331.18
293,2024-03-01,19,901.27
293,2024-04-01,13,3131.04
293,2024-05-01,29,6632.76
293,2024-06-01,21,3710.61
293,2024-07-01,51,9865.1
293,2024-08-01,41,7475.95
293,2024-09-01,30,5197.26
293,2024-10-01,22,4808.96
293,2024-11-01,28,4667.62
293,2024-12-01,29,5201.1
293,2025-01-01,21,1677.64
293,2025-02-01,19,3547.24
293,2025-03-01,93,10946.96
293,2025-04-01,86,17993.55
293,2025-05-01,6,1159.08
293,2025-06-01,42,2886.46
293,2025-07-01,23,2402.76
293,2025-08-01,16,3542.04
293,2025-09-01,38,8512.02
293,2025-10-01,15,1573.79
293,2025-11-01,6,1408.74
293,2025-12-01,9,2071.81
294,2024-01-01,38,7862.0
294,2024-02-01,180,28435.68
294,2024-03-01,85,7409.79
294,2024-04-01,29,4190.17
294,2024-05-01,67,12201.02
294,2024-06-01,26,1186.41
294,2024-07-01,42,4025.62
294,2024-08-01,15,2356.82
294,2024-09-01,87,19540.78
294,2024-10-01,165,35091.32
294,2024-11-01,202,45803.28
294,2024-12-01,25,1235.95
294,2025-01-01,84,10594.14
294,2025-02-01,13,3123.43
294,2025-03-01,43,7413.38
294,2025-04-01,29,6451.15
294,2025-05-01,81,12011.61
294,2025-06-01,127,31631.86
294,2025-07-01,155,12966.81
294,2025-08-01,62,7364.04
294,2025-09-01,297,61494.93
294,2025-10-01,1138,96863.85
294,2025-11-01,1052,97244.45
294,2025-12-01,1862,361718.68
295,2024-01-01,6,592.07
295,2024-02-01,64,11714.82
295,2024-03-01,20,2418.17
295,2024-04-01,56,6226.62
295,2024-05-01,37,6998.47
295,2024-06-01,78,3533.91
295,2024-07-01,76,10804.21
295,2024-08-01,15,1830.73
295,2024-09-01,19,1247.2
295,2024-10-01,139,5680.32
295,2024-11-01,35,1933.86
295,2024-12-01,12,2286.08
295,2025-01-01,71,13309.9
295,2025-02-01,33,3495.69
295,2025-03-01,16,3123.72
295,2025-04-01,123,7832.25
295,2025-05-01,62,6428.19
295,2025-06-01,33,4932.49
295,2025-07-01,1,112.99
295,2025-08-01,15,913.07
295,2025-09-01,44,4207.46
295,2025-10-01,80,16152.51
295,2025-11-01,28,3701.14
295,2025-12-01,99,23451.98
296,2024-01-01,76,15044.71
296,2024-02-01,92,21053.23
296,2024-03-01,16,1344.79
296,2024-04-01,19,2743.7
296,2024-05-01,6,749.71
296,2024-06-01,54,2986.26
296,2024-07-01,68,5171.48
296,2024-08-01,25,1914.74
296,2024-09-01,52,10222.44
296,2024-10-01,23,3437.79
296,2024-11-01,43,2596.62
296,2024-12-01,4,510.34
296,2025-01-01,23,2363.52
296,2025-02-01,24,3058.97
296,2025-03-01,80,6939.8
296,2025-04-01,43,5878.47
296,2025-05-01,44,8639.42
296,2025-06-01,25,3790.08
296,2025-07-01,31,4955.95
296,2025-08-01,19,3625.56
296,2025-09-01,31,3381.05
296,2025-10-01,6,442.3
296,2025-11-01,117,14360.15
296,2025-12-01,145,28897.4
297,2024-01-01,22,4695.66
297,2024-02-01,13,961.56
297,2024-03-01,65,15387.3
297,2024-04-01,70,12991.11
297,2024-05-01,41,7421.01
297,2024-06-01,131,8255.59
297,2024-07-01,22,1035.14
297,2024-08-01,142,34488.26
297,2024-09-01,166,23615.16
297,2024-10-01,9,1000.82
297,2024-11-01,51,9806.87
297,2024-12-01,219,19744.41
297,2025-01-01,66,8918.47
297,2025-02-01,15,3032.16
297,2025-03-01,106,11758.87
297,2025-04-01,88,13431.88
297,2025-05-01,56,6293.38
297,2025-06-01,138,11280.87
297,2025-07-01,53,8952.03
297,2025-08-01,62,10469.04
297,2025-09-01,99,19994.57
297,2025-10-01,184,45466.32
297,2025-11-01,178,12597.4
297,2025-12-01,38,7334.53
298,2024-01-01,51,10028.44
298,2024-02-01,11,664.43
298,2024-03-01,54,7564.26
298,2024-04-01,219,33222.58
298,2024-05-01,98,21677.47
298,2024-06-01,207,15927.66
298,2024-07-01,83,15215.69
298,2024-08-01,12,1351.22
298,2024-09-01,102,15703.26
298,2024-10-01,36,4384.33
298,2024-11-01,42,1844.28
298,2024-12-01,249,59721.52
298,2025-01-01,86,8583.26
298,2025-02-01,102,4936.95
298,2025-03-01,386,29297.7
298,2025-04-01,143,19406.28
298,2025-05-01,238,58492.0
298,2025-06-01,461,61012.54
298,2025-07-01,397,95129.49
298,2025-08-01,24,2979.33
298,2025-09-01,244,23687.99
298,2025-10-01,863,78466.02
298,2025-11-01,183,32196.42
298,2025-12-01,983,135953.97
299,2024-01-01,87,16131.52
299,2024-02-01,33,3236.54
299,2024-03-01,6,1057.9
299,2024-04-01,11,2692.34
299,2024-05-01,121,16351.11
299,2024-06-01,75,8579.69
299,2024-07-01,56,9195.7
299,2024-08-01,204,15140.21
299,2024-09-01,39,9423.84
299,2024-10-01,70,9943.09
299,2024-11-01,55,5087.74
299,2024-12-01,172,9396.59
299,2025-01-01,216,29070.14
299,2025-02-01,79,4811.97
299,2025-03-01,26,2001.42
299,2025-04-01,38,5454.34
299,2025-05-01,41,5353.64
299,2025-06-01,78,17082.78
299,2025-07-01,80,7858.46
299,2025-08-01,157,23561.6
299,2025-09-01,139,30107.9
299,2025-10-01,320,60229.59
299,2025-11-01,148,35695.31
299,2025-12-01,165,39295.11
300,2024-01-01,167,35521.89
300,2024-02-01,6,966.55
300,2024-03-01,57,12819.94
300,2024-04-01,214,37712.61
300,2024-05-01,183,18682.73
300,2024-06-01,213,22179.2
300,2024-07-01,94,8747.18
300,2024-08-01,163,22107.11
300,2024-09-01,707,90411.13
300,2024-10-01,124,27741.83
300,2024-11-01,443,27753.54
300,2024-12-01,56,5254.65
300,2025-01-01,323,57934.37
300,2025-02-01,347,14044.42
300,2025-03-01,1206,163008.99
300,2025-04-01,562,41871.93
300,2025-05-01,384,24717.25
300,2025-06-01,56,6430.93
300,2025-07-01,1049,179293.87
300,2025-08-01,239,12103.7
300,2025-09-01,11,2548.86
300,2025-10-01,873,207692.73
300,2025-11-01,1078,242173.64
300,2025-12-01,587,53650.75
301,2024-01-01,62,10414.17
301,2024-02-01,8,478.11
301,2024-03-01,76,12387.73
301,2024-04-01,37,5218.86
301,2024-05-01,88,3824.77
301,2024-06-01,6,753.8
301,2024-07-01,80,14549.16
301,2024-08-01,10,2468.75
301,2024-09-01,80,5329.37
301,2024-10-01,54,10852.73
301,2024-11-01,67,14182.01
301,2024-12-01,71,9835.93
301,2025-01-01,9,1874.28
301,2025-02-01,123,12998.08
301,2025-03-01,33,2146.3
301,2025-04-01,120,7180.98
301,2025-05-01,27,1656.23
301,2025-06-01,7,1093.11
301,2025-07-01,46,11110.69
301,2025-08-01,124,8266.12
301,2025-09-01,50,10866.4
301,2025-10-01,212,24113.1
301,2025-11-01,79,11868.41
301,2025-12-01,68,11054.73
302,2024-01-01,44,3707.28
302,2024-02-01,76,11619.83
302,2024-03-01,76,13178.07
302,2024-04-01,22,2853.49
302,2024-05-01,110,11553.37
302,2024-06-01,42,8874.34
302,2024-07-01,17,3600.03
302,2024-08-01,103,16666.47
302,2024-09-01,183,34896.66
302,2024-10-01,7,1388.47
302,2024-11-01,71,16779.9
302,2024-12-01,39,5341.68
302,2025-01-01,173,41950.39
302,2025-02-01,32,1743.96
302,2025-03-01,108,23886.78
302,2025-04-01,151,11457.78
302,2025-05-01,91,12441.98
302,2025-06-01,94,10605.96
302,2025-07-01,276,17169.8
302,2025-08-01,30,3698.66
302,2025-09-01,75,14157.41
302,2025-10-01,102,24356.65
302,2025-11-01,112,26248.32
302,2025-12-01,42,6431.69
303,2024-01-01,48,11473.54
303,2024-02-01,44,6810.79
303,2024-03-01,10,2186.35
303,2024-04-01,56,11708.47
303,2024-05-01,48,2256.41
303,2024-06-01,79,10168.12
303,2024-07-01,89,16695.85
303,2024-08-01,79,10790.3
303,2024-09-01,77,4228.95
303,2024-10-01,127,16791.08
303,2024-11-01,3,206.1
303,2024-12-01,24,2498.8
303,2025-01-01,6,285.76
303,2025-02-01,44,10371.06
303,2025-03-01,39,3537.18
303,2025-04-01,53,9367.55
303,2025-05-01,30,7080.95
303,2025-06-01,46,6983.13
303,2025-07-01,43,5458.82
303,2025-08-01,43,4292.66
303,2025-09-01,20,3354.28
303,2025-10-01,142,35165.52
303,2025-11-01,68,16457.85
303,2025-12-01,146,28698.81
304,2024-01-01,7,1268.7
304,2024-02-01,59,5856.64
304,2024-03-01,19,2414.29
304,2024-04-01,71,17409.57
304,2024-05-01,32,4938.15
304,2024-06-01,25,4558.48
304,2024-07-01,99,6011.35
304,2024-08-01,37,6088.02
304,2024-09-01,4,452.03
304,2024-10-01,19,3975.17
304,2024-11-01,36,4313.37
304,2024-12-01,26,2145.24
304,2025-01-01,34,7105.27
304,2025-02-01,43,3777.1
304,2025-03-01,52,2683.82
304,2025-04-01,77,4280.94
304,2025-05-01,78,15622.03
304,2025-06-01,108,25754.3
304,2025-07-01,167,6775.58
304,2025-08-01,146,23784.89
304,2025-09-01,71,7121.84
304,2025-10-01,3,675.88
304,2025-11-01,47,6303.56
304,2025-12-01,47,9636.2
305,2024-01-01,4,512.42
305,2024-02-01,1,168.46
305,2024-03-01,91,4510.75
305,2024-04-01,2,184.01
305,2024-05-01,11,465.03
305,2024-06-01,110,22687.62
305,2024-07-01,36,8186.9
305,2024-08-01,118,28425.74
305,2024-09-01,32,7026.99
305,2024-10-01,39,7262.58
305,2024-11-01,10,1899.81
305,2024-12-01,44,8551.5
305,2025-01-01,51,3481.84
305,2025-02-01,79,3569.8
305,2025-03-01,32,3243.98
305,2025-04-01,62,12824.18
305,2025-05-01,44,5132.24
305,2025-06-01,37,7609.41
305,2025-07-01,73,11224.23
305,2025-08-01,74,6911.47
305,2025-09-01,77,15634.31
305,2025-10-01,10,1500.19
305,2025-11-01,77,10930.47
305,2025-12-01,40,9345.62
306,2024-01-01,65,4621.23
306,2024-02-01,30,5980.47
306,2024-03-01,92,14948.69
306,2024-04-01,95,18725.0
306,2024-05-01,69,9559.16
306,2024-06-01,3,261.73
306,2024-07-01,75,13018.27
306,2024-08-01,168,19045.22
306,2024-09-01,19,1111.12
306,2024-10-01,196,10626.35
306,2024-11-01,131,24779.32
306,2024-12-01,193,10184.48
306,2025-01-01,148,9732.67
306,2025-02-01,26,1966.35
306,2025-03-01,124,19861.79
306,2025-04-01,43,8679.94
306,2025-05-01,21,2320.88
306,2025-06-01,179,7473.0
306,2025-07-01,415,24586.28
306,2025-08-01,36,7284.95
306,2025-09-01,465,80804.42
306,2025-10-01,728,169351.61
306,2025-11-01,249,33452.95
306,2025-12-01,97,7309.98
307,2024-01-01,21,2643.89
307,2024-02-01,52,10343.75
307,2024-03-01,46,10754.23
307,2024-04-01,26,4591.57
307,2024-05-01,123,18104.55
307,2024-06-01,247,11868.13
307,2024-07-01,84,8879.8
307,2024-08-01,99,23855.78
307,2024-09-01,15,1838.45
307,2024-10-01,111,23785.89
307,2024-11-01,253,57164.23
307,2024-12-01,29,3000.33
307,2025-01-01,115,27084.89
307,2025-02-01,1,52.07
307,2025-03-01,97,12404.38
307,2025-04-01,101,14630.09
307,2025-05-01,89,18187.71
307,2025-06-01,131,25891.63
307,2025-07-01,209,9168.2
307,2025-08-01,341,80033.25
307,2025-09-01,18,1175.43
307,2025-10-01,264,58059.38
307,2025-11-01,302,27685.04
307,2025-12-01,264,26753.55
308,2024-01-01,27,5714.61
308,2024-02-01,65,6035.26
308,2024-03-01,101,15768.64
308,2024-04-01,64,5609.27
308,2024-05-01,9,2098.91
308,2024-06-01,82,16357.38
308,2024-07-01,68,5513.46
308,2024-08-01,68,9947.91
308,2024-09-01,295,13891.26
308,2024-10-01,473,69444.01
308,2024-11-01,61,13326.88
308,2024-12-01,697,158958.26
308,2025-01-01,112,19290.11
308,2025-02-01,475,62109.56
308,2025-03-01,783,99308.11
308,2025-04-01,205,9653.13
308,2025-05-01,1523,98917.08
308,2025-06-01,639,139614.57
308,2025-07-01,1322,286067.87
308,2025-08-01,31,7743.74
308,2025-09-01,781,171135.75
308,2025-10-01,741,78073.77
308,2025-11-01,119,22668.58
308,2025-12-01,436,27341.2
309,2024-01-01,33,6108.77
309,2024-02-01,199,33932.76
309,2024-03-01,165,38981.45
309,2024-04-01,261,30701.13
309,2024-05-01,34,6317.98
309,2024-06-01,13,2602.77
309,2024-07-01,218,31650.09
309,2024-08-01,254,44345.76
309,2024-09-01,131,28783.79
309,2024-10-01,448,65447.9
309,2024-11-01,81,9557.84
309,2024-12-01,446,96565.73
309,2025-01-01,143,20971.49
309,2025-02-01,411,35574.71
309,2025-03-01,80,12959.36
309,2025-04-01,1146,236667.02
309,2025-05-01,126,20230.29
309,2025-06-01,297,55632.42
309,2025-07-01,851,154860.63
309,2025-08-01,777,162097.69
309,2025-09-01,620,97836.28
309,2025-10-01,384,72761.11
309,2025-11-01,1268,302149.91
309,2025-12-01,1808,286228.27
310,2024-01-01,29,2792.29
310,2024-02-01,77,10786.59
310,2024-03-01,64,3598.37
310,2024-04-01,33,6198.85
310,2024-05-01,100,11168.19
310,2024-06-01,335,27536.83
310,2024-07-01,235,37113.69
310,2024-08-01,110,7865.77
310,2024-09-01,148,17193.93
310,2024-10-01,49,2986.75
310,2024-11-01,732,39732.7
310,2024-12-01,519,103161.07
310,2025-01-01,399,57671.95
310,2025-02-01,775,147099.96
310,2025-03-01,771,80850.2
310,2025-04-01,1449,58899.23
310,2025-05-01,63,12862.21
310,2025-06-01,373,66670.07
310,2025-07-01,485,48211.09
310,2025-08-01,406,97871.54
310,2025-09-01,290,39489.06
310,2025-10-01,1915,230508.39
310,2025-11-01,1765,280957.15
310,2025-12-01,47,5341.95
311,2024-01-01,24,3177.25
311,2024-02-01,77,13298.73
311,2024-03-01,10,2226.29
311,2024-04-01,18,3730.44
311,2024-05-01,65,9827.21
311,2024-06-01,13,616.81
311,2024-07-01,92,14678.98
311,2024-08-01,60,5859.41
311,2024-09-01,45,5895.56
311,2024-10-01,95,14020.77
311,2024-11-01,2,454.39
311,2024-12-01,55,12563.55
311,2025-01-01,125,19940.69
311,2025-02-01,63,15369.68
311,2025-03-01,49,5693.66
311,2025-04-01,192,18563.82
311,2025-05-01,160,28941.2
311,2025-06-01,86,8645.39
311,2025-07-01,50,4577.53
311,2025-08-01,64,6390.65
311,2025-09-01,269,63686.31
311,2025-10-01,3,190.6
311,2025-11-01,109,14718.06
311,2025-12-01,532,23608.54
312,2024-01-01,110,16284.05
312,2024-02-01,43,3490.89
312,2024-03-01,41,3759.45
312,2024-04-01,192,39854.14
312,2024-05-01,166,12051.4
312,2024-06-01,76,17916.53
312,2024-07-01,333,14720.47
312,2024-08-01,43,5529.35
312,2024-09-01,57,12929.62
312,2024-10-01,406,27507.34
312,2024-11-01,7,1554.38
312,2024-12-01,235,17755.09
312,2025-01-01,436,83397.05
312,2025-02-01,133,22253.26
312,2025-03-01,357,33491.43
312,2025-04-01,1001,132575.22
312,2025-05-01,806,81838.67
312,2025-06-01,107,13866.44
312,2025-07-01,1266,212306.85
312,2025-08-01,60,6694.19
312,2025-09-01,503,58073.23
312,2025-10-01,208,29094.31
312,2025-11-01,21,2374.48
312,2025-12-01,951,190622.81
313,2024-01-01,70,14162.1
313,2024-02-01,49,8770.77
313,2024-03-01,94,14200.55
313,2024-04-01,200,45112.75
313,2024-05-01,163,39519.5
313,2024-06-01,37,6809.47
313,2024-07-01,54,6219.24
313,2024-08-01,16,787.61
313,2024-09-01,115,14501.78
313,2024-10-01,63,10626.18
313,2024-11-01,19,2930.36
313,2024-12-01,23,2974.9
313,2025-01-01,29,2161.68
313,2025-02-01,11,1738.08
313,2025-03-01,140,12233.38
313,2025-04-01,129,14490.13
313,2025-05-01,143,15981.55
313,2025-06-01,122,19189.28
313,2025-07-01,77,18511.42
313,2025-08-01,220,46406.32
313,2025-09-01,736,67191.55
313,2025-10-01,105,9370.12
313,2025-11-01,69,10122.32
313,2025-12-01,249,18176.31
314,2024-01-01,94,6898.1
314,2024-02-01,208,27255.57
314,2024-03-01,45,4268.66
314,2024-04-01,1,163.11
314,2024-05-01,395,71280.48
314,2024-06-01,424,25540.98
314,2024-07-01,142,28524.36
314,2024-08-01,650,138873.29
314,2024-09-01,710,39530.43
314,2024-10-01,542,97492.74
314,2024-11-01,367,31414.11
314,2024-12-01,1256,225745.76
314,2025-01-01,151,21099.51
314,2025-02-01,1346,185159.08
314,2025-03-01,1004,122089.55
314,2025-04-01,619,123728.58
314,2025-05-01,798,155002.93
314,2025-06-01,209,17789.93
314,2025-07-01,1932,389994.12
314,2025-08-01,357,61096.01
314,2025-09-01,577,45252.79
314,2025-10-01,517,88354.31
314,2025-11-01,30,3562.92
314,2025-12-01,1529,154241.62
315,2024-01-01,10,1906.4
315,2024-02-01,63,9959.97
315,2024-03-01,28,2800.19
315,2024-04-01,33,8041.9
315,2024-05-01,19,4172.51
315,2024-06-01,30,7422.76
315,2024-07-01,5,503.56
315,2024-08-01,26,2994.73
315,2024-09-01,28,4554.42
315,2024-10-01,27,5748.55
315,2024-11-01,9,2011.52
315,2024-12-01,69,12507.72
315,2025-01-01,73,17996.19
315,2025-02-01,18,2173.83
315,2025-03-01,44,2515.18
315,2025-04-01,123,13779.84
315,2025-05-01,24,2890.13
315,2025-06-01,11,731.43
315,2025-07-01,9,553.06
315,2025-08-01,34,6522.98
315,2025-09-01,23,4036.0
315,2025-10-01,5,755.62
315,2025-11-01,12,588.89
315,2025-12-01,72,14647.88
316,2024-01-01,45,9104.35
316,2024-02-01,47,8754.71
316,2024-03-01,32,6891.89
316,2024-04-01,22,4917.44
316,2024-05-01,84,5124.29
316,2024-06-01,38,7940.34
316,2024-07-01,13,1017.48
316,2024-08-01,21,3875.96
316,2024-09-01,44,3377.81
316,2024-10-01,61,4281.56
316,2024-11-01,98,15922.99
316,2024-12-01,49,10957.42
316,2025-01-01,1,67.07
316,2025-02-01,98,10392.59
316,2025-03-01,70,8701.88
316,2025-04-01,16,2757.42
316,2025-05-01,24,5707.18
316,2025-06-01,18,2057.61
316,2025-07-01,35,5351.56
316,2025-08-01,7,1283.68
316,2025-09-01,20,1394.51
316,2025-10-01,41,5837.08
316,2025-11-01,63,10122.72
316,2025-12-01,48,5564.01
317,2024-01-01,46,9931.31
317,2024-02-01,29,6034.79
317,2024-03-01,47,5650.4
317,2024-04-01,53,2383.2
317,2024-05-01,67,14389.66
317,2024-06-01,54,13025.29
317,2024-07-01,40,8567.8
317,2024-08-01,13,2756.7
317,2024-09-01,78,17035.41
317,2024-10-01,46,7985.86
317,2024-11-01,78,11447.74
317,2024-12-01,70,9249.03
317,2025-01-01,37,1808.06
317,2025-02-01,17,1471.11
317,2025-03-01,33,1518.35
317,2025-04-01,169,33745.85
317,2025-05-01,145,35831.32
317,2025-06-01,38,2318.12
317,2025-07-01,159,25809.54
317,2025-08-01,27,4950.89
317,2025-09-01,22,3972.96
317,2025-10-01,125,27621.84
317,2025-11-01,49,10265.8
317,2025-12-01,596,124222.35
318,2024-01-01,31,5738.85
318,2024-02-01,15,3582.01
318,2024-03-01,94,7852.27
318,2024-04-01,165,9973.05
318,2024-05-01,7,1544.84
318,2024-06-01,122,14821.37
318,2024-07-01,106,15418.97
318,2024-08-01,122,7030.31
318,2024-09-01,148,6595.87
318,2024-10-01,7,1179.72
318,2024-11-01,10,2223.01
318,2024-12-01,468,59084.85
318,2025-01-01,131,12942.36
318,2025-02-01,53,2595.58
318,2025-03-01,803,167582.68
318,2025-04-01,545,109976.45
318,2025-05-01,247,59500.23
318,2025-06-01,673,166149.67
318,2025-07-01,322,60860.49
318,2025-08-01,1222,251896.81
318,2025-09-01,363,24940.84
318,2025-10-01,140,21528.18
318,2025-11-01,942,115997.4
318,2025-12-01,43,5547.07
319,2024-01-01,17,962.87
319,2024-02-01,43,9293.39
319,2024-03-01,8,1218.05
319,2024-04-01,10,1308.18
319,2024-05-01,50,10141.53
319,2024-06-01,48,2842.76
319,2024-07-01,7,690.29
319,2024-08-01,15,1591.75
319,2024-09-01,1,230.78
319,2024-10-01,19,3808.11
319,2024-11-01,75,5330.49
319,2024-12-01,20,4770.48
319,2025-01-01,26,1920.99
319,2025-02-01,78,7952.69
319,2025-03-01,108,23045.82
319,2025-04-01,115,5238.6
319,2025-05-01,40,3222.86
319,2025-06-01,10,2393.61
319,2025-07-01,31,6929.65
319,2025-08-01,78,13990.58
319,2025-09-01,19,3083.27
319,2025-10-01,2,278.57
319,2025-11-01,70,14560.32
319,2025-12-01,90,4411.76
320,2024-01-01,72,15808.9
