keyword_id,ranking_date,google_rank
384,2025-01-01,6
384,2025-02-01,5
384,2025-03-01,3
384,2025-04-01,1
384,2025-05-01,1
384,2025-06-01,1
384,2025-07-01,1
384,2025-08-01,1
384,2025-09-01,1
384,2025-10-01,1
384,2025-11-01,1
384,2025-12-01,1
385,2024-01-01,54
385,2024-02-01,51
385,2024-03-01,48
385,2024-04-01,45
385,2024-05-01,42
385,2024-06-01,42
385,2024-07-01,39
385,2024-08-01,36
385,2024-09-01,35
385,2024-10-01,32
385,2024-11-01,30
385,2024-12-01,30
385,2025-01-01,30
385,2025-02-01,30
385,2025-03-01,28
385,2025-04-01,25
385,2025-05-01,25
385,2025-06-01,23
385,2025-07-01,22
385,2025-08-01,19
385,2025-09-01,17
385,2025-10-01,14
385,2025-11-01,13
385,2025-12-01,11
386,2024-01-01,73
386,2024-02-01,73
386,2024-03-01,70
386,2024-04-01,68
386,2024-05-01,68
386,2024-06-01,67
386,2024-07-01,64
386,2024-08-01,61
386,2024-09-01,60
386,2024-10-01,60
386,2024-11-01,59
386,2024-12-01,56
386,2025-01-01,54
386,2025-02-01,54
386,2025-03-01,54
386,2025-04-01,54
386,2025-05-01,53
386,2025-06-01,52
386,2025-07-01,50
386,2025-08-01,48
386,2025-09-01,48
386,2025-10-01,46
386,2025-11-01,45
386,2025-12-01,43
387,2024-01-01,75
387,2024-02-01,72
387,2024-03-01,71
387,2024-04-01,68
387,2024-05-01,67
387,2024-06-01,65
387,2024-07-01,62
387,2024-08-01,60
387,2024-09-01,59
387,2024-10-01,56
387,2024-11-01,56
387,2024-12-01,54
387,2025-01-01,53
387,2025-02-01,50
387,2025-03-01,48
387,2025-04-01,45
387,2025-05-01,43
387,2025-06-01,41
387,2025-07-01,39
387,2025-08-01,36
387,2025-09-01,33
387,2025-10-01,31
387,2025-11-01,31
387,2025-12-01,31
388,2024-01-01,31
388,2024-02-01,31
388,2024-03-01,28
388,2024-04-01,28
388,2024-05-01,25
388,2024-06-01,24
388,2024-07-01,21
388,2024-08-01,18
388,2024-09-01,15
388,2024-10-01,15
388,2024-11-01,13
388,2024-12-01,10
388,2025-01-01,10
388,2025-02-01,10
388,2025-03-01,10
388,2025-04-01,8
388,2025-05-01,6
388,2025-06-01,4
388,2025-07-01,2
388,2025-08-01,1
388,2025-09-01,1
388,2025-10-01,1
388,2025-11-01,1
388,2025-12-01,1
389,2024-01-01,69
389,2024-02-01,68
389,2024-03-01,65
389,2024-04-01,65
389,2024-05-01,62
389,2024-06-01,62
389,2024-07-01,59
389,2024-08-01,57
389,2024-09-01,54
389,2024-10-01,52
389,2024-11-01,50
389,2024-12-01,47
389,2025-01-01,47
389,2025-02-01,47
389,2025-03-01,44
389,2025-04-01,42
389,2025-05-01,42
389,2025-06-01,41
389,2025-07-01,39
389,2025-08-01,36
389,2025-09-01,34
389,2025-10-01,33
389,2025-11-01,32
389,2025-12-01,32
390,2024-01-01,42
390,2024-02-01,41
390,2024-03-01,41
390,2024-04-01,41
390,2024-05-01,38
390,2024-06-01,38
390,2024-07-01,38
390,2024-08-01,37
390,2024-09-01,35
390,2024-10-01,33
390,2024-11-01,32
390,2024-12-01,30
390,2025-01-01,30
390,2025-02-01,27
390,2025-03-01,27
390,2025-04-01,27
390,2025-05-01,24
390,2025-06-01,23
390,2025-07-01,23
390,2025-08-01,23
390,2025-09-01,22
390,2025-10-01,22
390,2025-11-01,22
390,2025-12-01,20
391,2024-01-01,69
391,2024-02-01,69
391,2024-03-01,66
391,2024-04-01,63
391,2024-05-01,60
391,2024-06-01,60
391,2024-07-01,60
391,2024-08-01,57
391,2024-09-01,55
391,2024-10-01,53
391,2024-11-01,51
391,2024-12-01,49
391,2025-01-01,48
391,2025-02-01,45
391,2025-03-01,45
391,2025-04-01,42
391,2025-05-01,40
391,2025-06-01,40
391,2025-07-01,39
391,2025-08-01,36
391,2025-09-01,36
391,2025-10-01,36
391,2025-11-01,34
391,2025-12-01,32
392,2024-01-01,62
392,2024-02-01,62
392,2024-03-01,60
392,2024-04-01,57
392,2024-05-01,55
392,2024-06-01,52
392,2024-07-01,50
392,2024-08-01,49
392,2024-09-01,49
392,2024-10-01,47
392,2024-11-01,47
392,2024-12-01,44
392,2025-01-01,43
392,2025-02-01,43
392,2025-03-01,41
392,2025-04-01,41
392,2025-05-01,41
392,2025-06-01,38
392,2025-07-01,37
392,2025-08-01,36
392,2025-09-01,36
392,2025-10-01,36
392,2025-11-01,33
392,2025-12-01,33
393,2024-01-01,62
393,2024-02-01,61
393,2024-03-01,58
393,2024-04-01,58
393,2024-05-01,57
393,2024-06-01,55
393,2024-07-01,52
393,2024-08-01,51
393,2024-09-01,50
393,2024-10-01,49
393,2024-11-01,47
393,2024-12-01,45
393,2025-01-01,43
393,2025-02-01,43
393,2025-03-01,40
393,2025-04-01,40
393,2025-05-01,38
393,2025-06-01,35
393,2025-07-01,35
393,2025-08-01,35
393,2025-09-01,35
393,2025-10-01,33
393,2025-11-01,32
393,2025-12-01,29
394,2024-01-01,51
394,2024-02-01,49
394,2024-03-01,49
394,2024-04-01,49
394,2024-05-01,48
394,2024-06-01,47
394,2024-07-01,44
394,2024-08-01,43
394,2024-09-01,42
394,2024-10-01,39
394,2024-11-01,37
394,2024-12-01,36
394,2025-01-01,34
394,2025-02-01,34
394,2025-03-01,33
394,2025-04-01,33
394,2025-05-01,33
394,2025-06-01,31
394,2025-07-01,28
394,2025-08-01,27
394,2025-09-01,25
394,2025-10-01,22
394,2025-11-01,22
394,2025-12-01,21
395,2024-01-01,40
395,2024-02-01,39
395,2024-03-01,36
395,2024-04-01,33
395,2024-05-01,32
395,2024-06-01,31
395,2024-07-01,29
395,2024-08-01,27
395,2024-09-01,27
395,2024-10-01,26
395,2024-11-01,23
395,2024-12-01,23
395,2025-01-01,23
395,2025-02-01,23
395,2025-03-01,23
395,2025-04-01,20
395,2025-05-01,20
395,2025-06-01,19
395,2025-07-01,17
395,2025-08-01,14
395,2025-09-01,13
395,2025-10-01,12
395,2025-11-01,11
395,2025-12-01,9
396,2024-01-01,28
396,2024-02-01,27
396,2024-03-01,25
396,2024-04-01,25
396,2024-05-01,23
396,2024-06-01,20
396,2024-07-01,19
396,2024-08-01,18
396,2024-09-01,18
396,2024-10-01,16
396,2024-11-01,14
396,2024-12-01,11
396,2025-01-01,11
396,2025-02-01,8
396,2025-03-01,5
396,2025-04-01,4
396,2025-05-01,3
396,2025-06-01,1
396,2025-07-01,1
396,2025-08-01,1
396,2025-09-01,1
396,2025-10-01,1
396,2025-11-01,1
396,2025-12-01,1
397,2024-01-01,48
397,2024-02-01,47
397,2024-03-01,46
397,2024-04-01,46
397,2024-05-01,45
397,2024-06-01,45
397,2024-07-01,44
397,2024-08-01,42
397,2024-09-01,39
397,2024-10-01,37
397,2024-11-01,35
397,2024-12-01,35
397,2025-01-01,34
397,2025-02-01,31
397,2025-03-01,28
397,2025-04-01,27
397,2025-05-01,27
397,2025-06-01,27
397,2025-07-01,27
397,2025-08-01,24
397,2025-09-01,24
397,2025-10-01,24
397,2025-11-01,21
397,2025-12-01,18
398,2024-01-01,59
398,2024-02-01,58
398,2024-03-01,55
398,2024-04-01,52
398,2024-05-01,52
398,2024-06-01,50
398,2024-07-01,50
398,2024-08-01,48
398,2024-09-01,48
398,2024-10-01,47
398,2024-11-01,47
398,2024-12-01,47
398,2025-01-01,46
398,2025-02-01,45
398,2025-03-01,42
398,2025-04-01,42
398,2025-05-01,41
398,2025-06-01,40
398,2025-07-01,37
398,2025-08-01,35
398,2025-09-01,34
398,2025-10-01,33
398,2025-11-01,33
398,2025-12-01,30
399,2024-01-01,74
399,2024-02-01,71
399,2024-03-01,71
399,2024-04-01,70
399,2024-05-01,69
399,2024-06-01,66
399,2024-07-01,65
399,2024-08-01,65
399,2024-09-01,62
399,2024-10-01,61
399,2024-11-01,60
399,2024-12-01,58
399,2025-01-01,56
399,2025-02-01,53
399,2025-03-01,51
399,2025-04-01,51
399,2025-05-01,50
399,2025-06-01,49
399,2025-07-01,48
399,2025-08-01,45
399,2025-09-01,42
399,2025-10-01,40
399,2025-11-01,39
399,2025-12-01,38
400,2024-01-01,56
400,2024-02-01,55
400,2024-03-01,55
400,2024-04-01,54
400,2024-05-01,54
400,2024-06-01,53
400,2024-07-01,50
400,2024-08-01,47
400,2024-09-01,47
400,2024-10-01,46
400,2024-11-01,43
400,2024-12-01,40
400,2025-01-01,39
400,2025-02-01,38
400,2025-03-01,35
400,2025-04-01,34
400,2025-05-01,32
400,2025-06-01,31
400,2025-07-01,28
400,2025-08-01,25
400,2025-09-01,25
400,2025-10-01,23
400,2025-11-01,20
400,2025-12-01,18
401,2024-01-01,30
401,2024-02-01,30
401,2024-03-01,27
401,2024-04-01,27
401,2024-05-01,25
401,2024-06-01,25
401,2024-07-01,24
401,2024-08-01,23
401,2024-09-01,22
401,2024-10-01,19
401,2024-11-01,18
401,2024-12-01,17
401,2025-01-01,14
401,2025-02-01,12
401,2025-03-01,11
401,2025-04-01,10
401,2025-05-01,7
401,2025-06-01,5
401,2025-07-01,3
401,2025-08-01,1
401,2025-09-01,1
401,2025-10-01,1
401,2025-11-01,1
401,2025-12-01,1
402,2024-01-01,56
402,2024-02-01,56
402,2024-03-01,53
402,2024-04-01,52
402,2024-05-01,49
402,2024-06-01,48
402,2024-07-01,45
402,2024-08-01,42
402,2024-09-01,42
402,2024-10-01,39
402,2024-11-01,37
402,2024-12-01,37
402,2025-01-01,36
402,2025-02-01,36
402,2025-03-01,34
402,2025-04-01,32
402,2025-05-01,29
402,2025-06-01,27
402,2025-07-01,25
402,2025-08-01,23
402,2025-09-01,21
402,2025-10-01,20
402,2025-11-01,19
402,2025-12-01,19
403,2024-01-01,22
403,2024-02-01,20
403,2024-03-01,17
403,2024-04-01,16
403,2024-05-01,16
403,2024-06-01,14
403,2024-07-01,11
403,2024-08-01,10
403,2024-09-01,7
403,2024-10-01,6
403,2024-11-01,6
403,2024-12-01,4
403,2025-01-01,4
403,2025-02-01,2
403,2025-03-01,1
403,2025-04-01,1
403,2025-05-01,1
403,2025-06-01,1
403,2025-07-01,1
403,2025-08-01,1
403,2025-09-01,1
403,2025-10-01,1
403,2025-11-01,1
403,2025-12-01,1
404,2024-01-01,22
404,2024-02-01,22
404,2024-03-01,22
404,2024-04-01,21
404,2024-05-01,21
404,2024-06-01,18
404,2024-07-01,15
404,2024-08-01,12
404,2024-09-01,11
404,2024-10-01,10
404,2024-11-01,8
404,2024-12-01,8
404,2025-01-01,8
404,2025-02-01,5
404,2025-03-01,2
404,2025-04-01,1
404,2025-05-01,1
404,2025-06-01,1
404,2025-07-01,1
404,2025-08-01,1
404,2025-09-01,1
404,2025-10-01,1
404,2025-11-01,1
404,2025-12-01,1
405,2024-01-01,68
405,2024-02-01,68
405,2024-03-01,67
405,2024-04-01,65
405,2024-05-01,63
405,2024-06-01,62
405,2024-07-01,60
405,2024-08-01,57
405,2024-09-01,56
405,2024-10-01,54
405,2024-11-01,53
405,2024-12-01,50
405,2025-01-01,48
405,2025-02-01,48
405,2025-03-01,46
405,2025-04-01,44
405,2025-05-01,41
405,2025-06-01,41
405,2025-07-01,41
405,2025-08-01,41
405,2025-09-01,38
405,2025-10-01,35
405,2025-11-01,32
405,2025-12-01,29
406,2024-01-01,55
406,2024-02-01,54
406,2024-03-01,51
406,2024-04-01,50
406,2024-05-01,48
406,2024-06-01,46
406,2024-07-01,43
406,2024-08-01,41
406,2024-09-01,40
406,2024-10-01,38
406,2024-11-01,36
406,2024-12-01,35
406,2025-01-01,33
406,2025-02-01,30
406,2025-03-01,29
406,2025-04-01,28
406,2025-05-01,28
406,2025-06-01,28
406,2025-07-01,27
406,2025-08-01,26
406,2025-09-01,26
406,2025-10-01,23
406,2025-11-01,21
406,2025-12-01,19
407,2024-01-01,57
407,2024-02-01,54
407,2024-03-01,54
407,2024-04-01,51
407,2024-05-01,48
407,2024-06-01,46
407,2024-07-01,46
407,2024-08-01,43
407,2024-09-01,43
407,2024-10-01,42
407,2024-11-01,40
407,2024-12-01,40
407,2025-01-01,39
407,2025-02-01,38
407,2025-03-01,37
407,2025-04-01,34
407,2025-05-01,31
407,2025-06-01,29
407,2025-07-01,27
407,2025-08-01,26
407,2025-09-01,24
407,2025-10-01,21
407,2025-11-01,19
407,2025-12-01,19
408,2024-01-01,34
408,2024-02-01,33
408,2024-03-01,31
408,2024-04-01,28
408,2024-05-01,27
408,2024-06-01,26
408,2024-07-01,23
408,2024-08-01,20
408,2024-09-01,19
408,2024-10-01,17
408,2024-11-01,15
408,2024-12-01,13
408,2025-01-01,13
408,2025-02-01,10
408,2025-03-01,9
408,2025-04-01,9
408,2025-05-01,7
408,2025-06-01,7
408,2025-07-01,6
408,2025-08-01,5
408,2025-09-01,2
408,2025-10-01,1
408,2025-11-01,1
408,2025-12-01,1
409,2024-01-01,58
409,2024-02-01,57
409,2024-03-01,56
409,2024-04-01,55
409,2024-05-01,54
409,2024-06-01,53
409,2024-07-01,53
409,2024-08-01,52
409,2024-09-01,52
409,2024-10-01,51
409,2024-11-01,51
409,2024-12-01,51
409,2025-01-01,51
409,2025-02-01,49
409,2025-03-01,49
409,2025-04-01,49
409,2025-05-01,48
409,2025-06-01,48
409,2025-07-01,48
409,2025-08-01,45
409,2025-09-01,43
409,2025-10-01,40
409,2025-11-01,39
409,2025-12-01,37
410,2024-01-01,71
410,2024-02-01,69
410,2024-03-01,66
410,2024-04-01,66
410,2024-05-01,63
410,2024-06-01,61
410,2024-07-01,59
410,2024-08-01,58
410,2024-09-01,57
410,2024-10-01,56
410,2024-11-01,55
410,2024-12-01,53
410,2025-01-01,52
410,2025-02-01,49
410,2025-03-01,49
410,2025-04-01,47
410,2025-05-01,46
410,2025-06-01,44
410,2025-07-01,43
410,2025-08-01,41
410,2025-09-01,40
410,2025-10-01,40
410,2025-11-01,39
410,2025-12-01,36
411,2024-01-01,36
411,2024-02-01,33
411,2024-03-01,30
411,2024-04-01,30
411,2024-05-01,28
411,2024-06-01,28
411,2024-07-01,26
411,2024-08-01,24
411,2024-09-01,24
411,2024-10-01,22
411,2024-11-01,20
411,2024-12-01,20
411,2025-01-01,19
411,2025-02-01,19
411,2025-03-01,17
411,2025-04-01,14
411,2025-05-01,13
411,2025-06-01,10
411,2025-07-01,9
411,2025-08-01,6
411,2025-09-01,5
411,2025-10-01,5
411,2025-11-01,4
411,2025-12-01,3
412,2024-01-01,59
412,2024-02-01,56
412,2024-03-01,56
412,2024-04-01,53
412,2024-05-01,50
412,2024-06-01,50
412,2024-07-01,48
412,2024-08-01,47
412,2024-09-01,45
412,2024-10-01,43
412,2024-11-01,42
412,2024-12-01,39
412,2025-01-01,38
412,2025-02-01,38
412,2025-03-01,37
412,2025-04-01,34
412,2025-05-01,32
412,2025-06-01,30
412,2025-07-01,29
412,2025-08-01,29
412,2025-09-01,26
412,2025-10-01,24
412,2025-11-01,23
412,2025-12-01,23
413,2024-01-01,58
413,2024-02-01,56
413,2024-03-01,53
413,2024-04-01,53
413,2024-05-01,50
413,2024-06-01,50
413,2024-07-01,50
413,2024-08-01,49
413,2024-09-01,47
413,2024-10-01,47
413,2024-11-01,44
413,2024-12-01,42
413,2025-01-01,39
413,2025-02-01,37
413,2025-03-01,35
413,2025-04-01,35
413,2025-05-01,34
413,2025-06-01,34
413,2025-07-01,32
413,2025-08-01,32
413,2025-09-01,32
413,2025-10-01,30
413,2025-11-01,28
413,2025-12-01,28
414,2024-01-01,20
414,2024-02-01,17
414,2024-03-01,17
414,2024-04-01,14
414,2024-05-01,13
414,2024-06-01,10
414,2024-07-01,10
414,2024-08-01,9
414,2024-09-01,6
414,2024-10-01,3
414,2024-11-01,1
414,2024-12-01,1
414,2025-01-01,1
414,2025-02-01,1
414,2025-03-01,1
414,2025-04-01,1
414,2025-05-01,1
414,2025-06-01,1
414,2025-07-01,1
414,2025-08-01,1
414,2025-09-01,1
414,2025-10-01,1
414,2025-11-01,1
414,2025-12-01,1
415,2024-01-01,46
415,2024-02-01,45
415,2024-03-01,45
415,2024-04-01,44
415,2024-05-01,44
415,2024-06-01,41
415,2024-07-01,40
415,2024-08-01,37
415,2024-09-01,35
415,2024-10-01,34
415,2024-11-01,31
415,2024-12-01,31
415,2025-01-01,28
415,2025-02-01,27
415,2025-03-01,24
415,2025-04-01,24
415,2025-05-01,24
415,2025-06-01,24
415,2025-07-01,22
415,2025-08-01,21
415,2025-09-01,21
415,2025-10-01,19
415,2025-11-01,19
415,2025-12-01,16
416,2024-01-01,54
416,2024-02-01,52
416,2024-03-01,49
416,2024-04-01,46
416,2024-05-01,46
416,2024-06-01,43
416,2024-07-01,43
416,2024-08-01,43
416,2024-09-01,42
416,2024-10-01,40
416,2024-11-01,38
416,2024-12-01,36
416,2025-01-01,36
416,2025-02-01,34
416,2025-03-01,34
416,2025-04-01,33
416,2025-05-01,31
416,2025-06-01,31
416,2025-07-01,29
416,2025-08-01,27
416,2025-09-01,26
416,2025-10-01,23
416,2025-11-01,21
416,2025-12-01,20
417,2024-01-01,40
417,2024-02-01,38
417,2024-03-01,36
417,2024-04-01,33
417,2024-05-01,30
417,2024-06-01,28
417,2024-07-01,26
417,2024-08-01,25
417,2024-09-01,24
417,2024-10-01,24
417,2024-11-01,21
417,2024-12-01,19
417,2025-01-01,16
417,2025-02-01,15
417,2025-03-01,12
417,2025-04-01,9
417,2025-05-01,7
417,2025-06-01,5
417,2025-07-01,4
417,2025-08-01,2
417,2025-09-01,1
417,2025-10-01,1
417,2025-11-01,1
417,2025-12-01,1
418,2024-01-01,25
418,2024-02-01,25
418,2024-03-01,23
418,2024-04-01,21
418,2024-05-01,21
418,2024-06-01,18
418,2024-07-01,17
418,2024-08-01,14
418,2024-09-01,11
418,2024-10-01,10
418,2024-11-01,9
418,2024-12-01,8
418,2025-01-01,6
418,2025-02-01,5
418,2025-03-01,4
418,2025-04-01,1
418,2025-05-01,1
418,2025-06-01,1
418,2025-07-01,1
418,2025-08-01,1
418,2025-09-01,1
418,2025-10-01,1
418,2025-11-01,1
418,2025-12-01,1
419,2024-01-01,60
419,2024-02-01,59
419,2024-03-01,56
419,2024-04-01,54
419,2024-05-01,54
419,2024-06-01,51
419,2024-07-01,49
419,2024-08-01,46
419,2024-09-01,46
419,2024-10-01,45
419,2024-11-01,45
419,2024-12-01,42
419,2025-01-01,42
419,2025-02-01,42
419,2025-03-01,41
419,2025-04-01,38
419,2025-05-01,38
419,2025-06-01,38
419,2025-07-01,37
419,2025-08-01,35
419,2025-09-01,32
419,2025-10-01,30
419,2025-11-01,28
419,2025-12-01,27
420,2024-01-01,22
420,2024-02-01,20
420,2024-03-01,20
420,2024-04-01,18
420,2024-05-01,17
420,2024-06-01,17
420,2024-07-01,17
420,2024-08-01,16
420,2024-09-01,16
420,2024-10-01,14
420,2024-11-01,13
420,2024-12-01,10
420,2025-01-01,9
420,2025-02-01,6
420,2025-03-01,3
420,2025-04-01,2
420,2025-05-01,1
420,2025-06-01,1
420,2025-07-01,1
420,2025-08-01,1
420,2025-09-01,1
420,2025-10-01,1
420,2025-11-01,1
420,2025-12-01,1
421,2024-01-01,20
421,2024-02-01,19
421,2024-03-01,17
421,2024-04-01,14
421,2024-05-01,13
421,2024-06-01,11
421,2024-07-01,11
421,2024-08-01,9
421,2024-09-01,8
421,2024-10-01,7
421,2024-11-01,5
421,2024-12-01,4
421,2025-01-01,1
421,2025-02-01,1
421,2025-03-01,1
421,2025-04-01,1
421,2025-05-01,1
421,2025-06-01,1
421,2025-07-01,1
421,2025-08-01,1
421,2025-09-01,1
421,2025-10-01,1
421,2025-11-01,1
421,2025-12-01,1
422,2024-01-01,71
422,2024-02-01,68
422,2024-03-01,65
422,2024-04-01,62
422,2024-05-01,59
422,2024-06-01,56
422,2024-07-01,55
422,2024-08-01,55
422,2024-09-01,53
422,2024-10-01,50
422,2024-11-01,49
422,2024-12-01,47
422,2025-01-01,46
422,2025-02-01,43
422,2025-03-01,40
422,2025-04-01,37
422,2025-05-01,34
422,2025-06-01,32
422,2025-07-01,30
422,2025-08-01,29
422,2025-09-01,29
422,2025-10-01,26
422,2025-11-01,25
422,2025-12-01,24
423,2024-01-01,70
423,2024-02-01,67
423,2024-03-01,66
423,2024-04-01,63
423,2024-05-01,62
423,2024-06-01,60
423,2024-07-01,57
423,2024-08-01,55
423,2024-09-01,55
423,2024-10-01,52
423,2024-11-01,52
423,2024-12-01,51
423,2025-01-01,48
423,2025-02-01,45
423,2025-03-01,42
423,2025-04-01,42
423,2025-05-01,42
423,2025-06-01,41
423,2025-07-01,39
423,2025-08-01,37
423,2025-09-01,37
423,2025-10-01,34
423,2025-11-01,32
423,2025-12-01,30
424,2024-01-01,19
424,2024-02-01,19
424,2024-03-01,19
424,2024-04-01,16
424,2024-05-01,16
424,2024-06-01,13
424,2024-07-01,12
424,2024-08-01,9
424,2024-09-01,8
424,2024-10-01,7
424,2024-11-01,6
424,2024-12-01,6
424,2025-01-01,3
424,2025-02-01,1
424,2025-03-01,1
424,2025-04-01,1
424,2025-05-01,1
424,2025-06-01,1
424,2025-07-01,1
424,2025-08-01,1
424,2025-09-01,1
424,2025-10-01,1
424,2025-11-01,1
424,2025-12-01,1
425,2024-01-01,74
425,2024-02-01,71
425,2024-03-01,71
425,2024-04-01,69
425,2024-05-01,66
425,2024-06-01,63
425,2024-07-01,60
425,2024-08-01,58
425,2024-09-01,57
425,2024-10-01,54
425,2024-11-01,53
425,2024-12-01,53
425,2025-01-01,52
425,2025-02-01,51
425,2025-03-01,50
425,2025-04-01,49
425,2025-05-01,48
425,2025-06-01,48
425,2025-07-01,48
425,2025-08-01,47
425,2025-09-01,46
425,2025-10-01,43
425,2025-11-01,43
425,2025-12-01,41
426,2024-01-01,26
426,2024-02-01,23
426,2024-03-01,22
426,2024-04-01,19
426,2024-05-01,18
426,2024-06-01,18
426,2024-07-01,17
426,2024-08-01,15
426,2024-09-01,13
426,2024-10-01,10
426,2024-11-01,10
426,2024-12-01,8
426,2025-01-01,5
426,2025-02-01,5
426,2025-03-01,5
426,2025-04-01,2
426,2025-05-01,1
426,2025-06-01,1
426,2025-07-01,1
426,2025-08-01,1
426,2025-09-01,1
426,2025-10-01,1
426,2025-11-01,1
426,2025-12-01,1
427,2024-01-01,61
427,2024-02-01,58
427,2024-03-01,56
427,2024-04-01,55
427,2024-05-01,55
427,2024-06-01,55
427,2024-07-01,53
427,2024-08-01,53
427,2024-09-01,51
427,2024-10-01,48
427,2024-11-01,47
427,2024-12-01,47
427,2025-01-01,47
427,2025-02-01,44
427,2025-03-01,43
427,2025-04-01,42
427,2025-05-01,41
427,2025-06-01,38
427,2025-07-01,38
427,2025-08-01,38
427,2025-09-01,37
427,2025-10-01,34
427,2025-11-01,31
427,2025-12-01,28
428,2024-01-01,70
428,2024-02-01,69
428,2024-03-01,68
428,2024-04-01,67
428,2024-05-01,65
428,2024-06-01,64
428,2024-07-01,61
428,2024-08-01,59
428,2024-09-01,59
428,2024-10-01,59
428,2024-11-01,56
428,2024-12-01,53
428,2025-01-01,50
428,2025-02-01,47
428,2025-03-01,45
428,2025-04-01,42
428,2025-05-01,41
428,2025-06-01,41
428,2025-07-01,38
428,2025-08-01,37
428,2025-09-01,34
428,2025-10-01,33
428,2025-11-01,31
428,2025-12-01,31
429,2024-01-01,34
429,2024-02-01,33
429,2024-03-01,30
429,2024-04-01,29
429,2024-05-01,29
429,2024-06-01,27
429,2024-07-01,25
429,2024-08-01,24
429,2024-09-01,23
429,2024-10-01,21
429,2024-11-01,21
429,2024-12-01,18
429,2025-01-01,15
429,2025-02-01,14
429,2025-03-01,12
429,2025-04-01,10
429,2025-05-01,8
429,2025-06-01,8
429,2025-07-01,7
429,2025-08-01,6
429,2025-09-01,5
429,2025-10-01,5
429,2025-11-01,4
429,2025-12-01,1
430,2024-01-01,32
430,2024-02-01,31
430,2024-03-01,31
430,2024-04-01,28
430,2024-05-01,25
430,2024-06-01,23
430,2024-07-01,21
430,2024-08-01,18
430,2024-09-01,17
430,2024-10-01,16
430,2024-11-01,15
430,2024-12-01,15
430,2025-01-01,14
430,2025-02-01,14
430,2025-03-01,11
430,2025-04-01,10
430,2025-05-01,9
430,2025-06-01,7
430,2025-07-01,4
430,2025-08-01,3
430,2025-09-01,3
430,2025-10-01,1
430,2025-11-01,1
430,2025-12-01,1
431,2024-01-01,18
431,2024-02-01,18
431,2024-03-01,15
431,2024-04-01,13
431,2024-05-01,13
431,2024-06-01,10
431,2024-07-01,10
431,2024-08-01,9
431,2024-09-01,6
431,2024-10-01,4
431,2024-11-01,2
431,2024-12-01,1
431,2025-01-01,1
431,2025-02-01,1
431,2025-03-01,1
431,2025-04-01,1
431,2025-05-01,1
431,2025-06-01,1
431,2025-07-01,1
431,2025-08-01,1
431,2025-09-01,1
431,2025-10-01,1
431,2025-11-01,1
431,2025-12-01,1
432,2024-01-01,43
432,2024-02-01,43
432,2024-03-01,42
432,2024-04-01,39
432,2024-05-01,36
432,2024-06-01,33
432,2024-07-01,33
432,2024-08-01,30
432,2024-09-01,28
432,2024-10-01,27
432,2024-11-01,24
432,2024-12-01,21
432,2025-01-01,19
432,2025-02-01,16
432,2025-03-01,16
432,2025-04-01,16
432,2025-05-01,16
432,2025-06-01,13
432,2025-07-01,12
432,2025-08-01,11
432,2025-09-01,8
432,2025-10-01,7
432,2025-11-01,6
432,2025-12-01,3
433,2024-01-01,45
433,2024-02-01,45
433,2024-03-01,45
433,2024-04-01,44
433,2024-05-01,43
433,2024-06-01,43
433,2024-07-01,43
433,2024-08-01,42
433,2024-09-01,40
433,2024-10-01,40
433,2024-11-01,40
433,2024-12-01,40
433,2025-01-01,39
433,2025-02-01,36
433,2025-03-01,36
433,2025-04-01,36
433,2025-05-01,36
433,2025-06-01,33
433,2025-07-01,30
433,2025-08-01,30
433,2025-09-01,30
433,2025-10-01,28
433,2025-11-01,25
433,2025-12-01,23
434,2024-01-01,36
434,2024-02-01,36
434,2024-03-01,36
434,2024-04-01,35
434,2024-05-01,34
434,2024-06-01,33
434,2024-07-01,31
434,2024-08-01,28
434,2024-09-01,28
434,2024-10-01,25
434,2024-11-01,24
434,2024-12-01,24
434,2025-01-01,24
434,2025-02-01,22
434,2025-03-01,19
434,2025-04-01,17
434,2025-05-01,16
434,2025-06-01,13
434,2025-07-01,12
434,2025-08-01,10
434,2025-09-01,8
434,2025-10-01,8
434,2025-11-01,5
434,2025-12-01,2
435,2024-01-01,29
435,2024-02-01,28
435,2024-03-01,27
435,2024-04-01,25
435,2024-05-01,24
435,2024-06-01,21
435,2024-07-01,21
435,2024-08-01,19
435,2024-09-01,19
435,2024-10-01,17
435,2024-11-01,15
435,2024-12-01,15
435,2025-01-01,14
435,2025-02-01,13
435,2025-03-01,12
435,2025-04-01,11
435,2025-05-01,11
435,2025-06-01,8
435,2025-07-01,6
435,2025-08-01,6
435,2025-09-01,5
435,2025-10-01,4
435,2025-11-01,4
435,2025-12-01,2
436,2024-01-01,28
436,2024-02-01,25
436,2024-03-01,25
436,2024-04-01,22
436,2024-05-01,20
436,2024-06-01,20
436,2024-07-01,20
436,2024-08-01,19
436,2024-09-01,19
436,2024-10-01,18
436,2024-11-01,17
436,2024-12-01,16
436,2025-01-01,14
436,2025-02-01,11
436,2025-03-01,10
436,2025-04-01,10
436,2025-05-01,10
436,2025-06-01,9
436,2025-07-01,8
436,2025-08-01,8
436,2025-09-01,7
436,2025-10-01,4
436,2025-11-01,1
436,2025-12-01,1
437,2024-01-01,27
437,2024-02-01,25
437,2024-03-01,23
437,2024-04-01,22
437,2024-05-01,20
437,2024-06-01,17
437,2024-07-01,15
437,2024-08-01,12
437,2024-09-01,9
437,2024-10-01,8
437,2024-11-01,6
