keyword_id,keyword,search_volume,keyword_difficulty,intent,category
634,keyword_634,23789,51,Transactional,Landing Page
635,keyword_635,45190,48,Transactional,Blog
636,keyword_636,35757,50,Navigational,Product
637,keyword_637,10323,84,Navigational,Product
638,keyword_638,42475,33,Informational,Product
639,keyword_639,10040,69,Navigational,Product
640,keyword_640,16864,55,Informational,Blog
641,keyword_641,5111,28,Navigational,Blog
642,keyword_642,28163,77,Navigational,Blog
643,keyword_643,52491,51,Informational,Landing Page
644,keyword_644,58179,41,Navigational,Landing Page
645,keyword_645,39146,48,Informational,Landing Page
646,keyword_646,31477,45,Navigational,Product
647,keyword_647,29668,45,Transactional,Landing Page
648,keyword_648,49615,12,Navigational,Product
649,keyword_649,25971,82,Informational,Landing Page
650,keyword_650,23187,17,Navigational,Product
651,keyword_651,1351,79,Informational,Landing Page
652,keyword_652,18571,50,Informational,Landing Page
653,keyword_653,59775,77,Transactional,Blog
654,keyword_654,7333,22,Transactional,Landing Page
655,keyword_655,12438,58,Informational,Landing Page
656,keyword_656,35695,69,Navigational,Blog
657,keyword_657,26644,11,Informational,Product
658,keyword_658,4500,69,Informational,Blog
659,keyword_659,5552,14,Navigational,Blog
660,keyword_660,36006,53,Navigational,Product
661,keyword_661,28574,36,Navigational,Landing Page
662,keyword_662,55384,41,Navigational,Product
663,keyword_663,38655,30,Informational,Landing Page
664,keyword_664,41270,17,Informational,Landing Page
665,keyword_665,32820,81,Transactional,Product
666,keyword_666,38804,59,Informational,Blog
667,keyword_667,46747,76,Navigational,Product
668,keyword_668,4413,53,Transactional,Landing Page
669,keyword_669,17950,67,Navigational,Product
670,keyword_670,24607,12,Informational,Product
671,keyword_671,21264,79,Transactional,Landing Page
672,keyword_672,43904,11,Navigational,Blog
673,keyword_673,20991,53,Transactional,Product
674,keyword_674,38994,11,Transactional,Landing Page
675,keyword_675,3873,44,Informational,Landing Page
676,keyword_676,12661,39,Navigational,Product
677,keyword_677,32496,17,Transactional,Blog
678,keyword_678,27622,31,Transactional,Product
679,keyword_679,58597,53,Navigational,Blog
680,keyword_680,35350,67,Transactional,Blog
681,keyword_681,27850,45,Transactional,Blog
682,keyword_682,27972,78,Transactional,Blog
683,keyword_683,29261,86,Navigational,Product
684,keyword_684,25851,40,Navigational,Landing Page
685,keyword_685,23632,56,Navigational,Landing Page
686,keyword_686,49549,64,Navigational,Landing Page
687,keyword_687,15805,89,Informational,Landing Page
688,keyword_688,10317,71,Transactional,Landing Page
689,keyword_689,11761,39,Navigational,Landing Page
690,keyword_690,917,64,Transactional,Product
691,keyword_691,57958,25,Transactional,Blog
692,keyword_692,42076,21,Informational,Landing Page
693,keyword_693,20858,26,Navigational,Product
694,keyword_694,3767,25,Navigational,Landing Page
695,keyword_695,17709,21,Transactional,Landing Page
696,keyword_696,24552,17,Navigational,Blog
697,keyword_697,39013,12,Transactional,Blog
698,keyword_698,26592,25,Transactional,Blog
699,keyword_699,11838,39,Informational,Landing Page
700,keyword_700,912,32,Informational,Landing Page
701,keyword_701,8043,14,Informational,Landing Page
702,keyword_702,40855,74,Transactional,Blog
703,keyword_703,33996,39,Navigational,Product
704,keyword_704,24048,30,Informational,Landing Page
705,keyword_705,27884,79,Navigational,Landing Page
706,keyword_706,58519,31,Informational,Landing Page
707,keyword_707,44925,81,Informational,Product
708,keyword_708,39256,41,Transactional,Landing Page
709,keyword_709,19388,42,Informational,Product
710,keyword_710,36235,25,Informational,Landing Page
711,keyword_711,47795,85,Transactional,Product
712,keyword_712,52438,47,Navigational,Landing Page
713,keyword_713,49316,23,Informational,Blog
714,keyword_714,18006,45,Transactional,Blog
715,keyword_715,20963,32,Informational,Blog
716,keyword_716,18455,75,Transactional,Blog
717,keyword_717,38341,11,Navigational,Landing Page
718,keyword_718,5604,82,Navigational,Blog
719,keyword_719,35411,74,Transactional,Product
720,keyword_720,59531,84,Transactional,Blog
721,keyword_721,23690,76,Transactional,Blog
722,keyword_722,7857,61,Navigational,Blog
723,keyword_723,32979,71,Informational,Landing Page
724,keyword_724,45311,32,Navigational,Blog
725,keyword_725,36708,35,Transactional,Product
726,keyword_726,20650,77,Transactional,Blog
727,keyword_727,6144,64,Navigational,Blog
728,keyword_728,43786,15,Transactional,Blog
729,keyword_729,47820,44,Navigational,Product
730,keyword_730,3414,31,Transactional,Blog
731,keyword_731,21852,52,Informational,Product
732,keyword_732,55569,24,Informational,Product
733,keyword_733,46852,69,Transactional,Blog
734,keyword_734,45412,21,Navigational,Product
735,keyword_735,14897,58,Informational,Landing Page
736,keyword_736,42055,51,Navigational,Blog
737,keyword_737,47459,47,Transactional,Blog
738,keyword_738,1228,54,Navigational,Product
739,keyword_739,51017,44,Informational,Product
740,keyword_740,54144,39,Navigational,Blog
741,keyword_741,1198,39,Navigational,Landing Page
742,keyword_742,40454,87,Transactional,Product
743,keyword_743,47780,15,Transactional,Product
744,keyword_744,14423,76,Transactional,Landing Page
745,keyword_745,17279,89,Informational,Landing Page
746,keyword_746,7900,16,Informational,Blog
747,keyword_747,24966,61,Transactional,Landing Page
748,keyword_748,37439,23,Transactional,Blog
749,keyword_749,4860,82,Informational,Landing Page
750,keyword_750,35770,24,Informational,Product
751,keyword_751,59663,30,Informational,Blog
752,keyword_752,17601,44,Informational,Blog
753,keyword_753,52434,75,Transactional,Blog
754,keyword_754,32807,11,Informational,Landing Page
755,keyword_755,54598,44,Transactional,Product
756,keyword_756,5986,87,Navigational,Blog
757,keyword_757,8835,29,Navigational,Blog
758,keyword_758,21864,19,Informational,Blog
759,keyword_759,56918,34,Navigational,Blog
760,keyword_760,37759,75,Navigational,Product
761,keyword_761,24076,34,Navigational,Landing Page
762,keyword_762,32167,63,Informational,Product
763,keyword_763,11630,42,Informational,Blog
764,keyword_764,22472,45,Navigational,Product
765,keyword_765,40919,23,Transactional,Blog
766,keyword_766,53288,74,Navigational,Landing Page
767,keyword_767,1667,89,Informational,Landing Page
768,keyword_768,27692,63,Informational,Landing Page
769,keyword_769,1562,61,Informational,Blog
770,keyword_770,19040,12,Navigational,Product
771,keyword_771,24744,50,Transactional,Landing Page
772,keyword_772,22045,15,Informational,Blog
773,keyword_773,22189,34,Informational,Blog
774,keyword_774,11674,22,Navigational,Product
775,keyword_775,23425,17,Transactional,Landing Page
776,keyword_776,37997,30,Navigational,Blog
777,keyword_777,9848,77,Informational,Product
778,keyword_778,24214,34,Transactional,Landing Page
779,keyword_779,38602,88,Transactional,Product
780,keyword_780,9424,77,Informational,Product
781,keyword_781,37598,54,Transactional,Blog
782,keyword_782,24894,69,Transactional,Blog
783,keyword_783,7301,21,Navigational,Blog
784,keyword_784,38114,41,Informational,Product
785,keyword_785,7231,22,Informational,Blog
786,keyword_786,48636,40,Informational,Product
787,keyword_787,24125,87,Informational,Product
788,keyword_788,17837,29,Informational,Blog
789,keyword_789,35807,27,Transactional,Landing Page
790,keyword_790,7556,69,Navigational,Landing Page
791,keyword_791,12016,72,Informational,Landing Page
792,keyword_792,44761,15,Navigational,Product
793,keyword_793,2042,41,Navigational,Product
794,keyword_794,22177,52,Transactional,Product
795,keyword_795,47232,11,Informational,Blog
796,keyword_796,50843,69,Transactional,Product
797,keyword_797,39581,32,Informational,Blog
798,keyword_798,28069,40,Transactional,Blog
799,keyword_799,23822,14,Navigational,Landing Page
800,keyword_800,19565,43,Informational,Landing Page
801,keyword_801,59061,19,Navigational,Landing Page
802,keyword_802,18424,11,Navigational,Blog
803,keyword_803,23056,20,Transactional,Blog
804,keyword_804,55193,59,Informational,Blog
805,keyword_805,27462,40,Navigational,Product
806,keyword_806,28795,65,Transactional,Blog
807,keyword_807,14307,88,Informational,Landing Page
808,keyword_808,42848,82,Informational,Landing Page
809,keyword_809,26932,18,Navigational,Blog
810,keyword_810,18249,30,Informational,Blog
811,keyword_811,41959,82,Navigational,Landing Page
812,keyword_812,26756,37,Informational,Blog
813,keyword_813,58354,71,Transactional,Landing Page
814,keyword_814,40762,16,Navigational,Product
815,keyword_815,37580,89,Navigational,Landing Page
816,keyword_816,1824,25,Informational,Product
817,keyword_817,26231,13,Informational,Blog
818,keyword_818,59671,13,Navigational,Blog
819,keyword_819,36409,49,Informational,Product
820,keyword_820,24303,26,Transactional,Blog
821,keyword_821,20370,61,Informational,Product
822,keyword_822,35078,61,Transactional,Blog
823,keyword_823,7088,45,Transactional,Landing Page
824,keyword_824,52575,47,Transactional,Blog
825,keyword_825,38569,59,Transactional,Landing Page
826,keyword_826,27290,72,Transactional,Landing Page
827,keyword_827,53838,72,Informational,Product
828,keyword_828,25789,71,Transactional,Blog
829,keyword_829,55629,16,Informational,Product
830,keyword_830,28678,36,Transactional,Blog
831,keyword_831,29210,23,Navigational,Landing Page
832,keyword_832,15985,80,Transactional,Landing Page
833,keyword_833,44982,14,Navigational,Blog
834,keyword_834,21152,64,Transactional,Blog
835,keyword_835,5248,11,Transactional,Product
836,keyword_836,21733,71,Transactional,Blog
837,keyword_837,9935,30,Navigational,Blog
838,keyword_838,4209,88,Navigational,Blog
839,keyword_839,58925,30,Transactional,Product
840,keyword_840,30855,19,Informational,Blog
841,keyword_841,56271,67,Transactional,Landing Page
842,keyword_842,58299,48,Navigational,Product
843,keyword_843,13616,14,Transactional,Product
844,keyword_844,25970,74,Navigational,Landing Page
845,keyword_845,42844,22,Navigational,Landing Page
846,keyword_846,43418,62,Navigational,Landing Page
847,keyword_847,52724,54,Transactional,Blog
848,keyword_848,39798,41,Navigational,Landing Page
849,keyword_849,43456,45,Navigational,Blog
850,keyword_850,15183,69,Transactional,Product
851,keyword_851,1004,20,Navigational,Product
852,keyword_852,34482,72,Transactional,Landing Page
853,keyword_853,34799,30,Navigational,Blog
854,keyword_854,28516,61,Informational,Landing Page
855,keyword_855,24460,64,Informational,Landing Page
856,keyword_856,34091,35,Navigational,Blog
857,keyword_857,17812,77,Informational,Landing Page
858,keyword_858,38297,43,Transactional,Product
859,keyword_859,46696,61,Informational,Landing Page
860,keyword_860,49785,61,Navigational,Blog
861,keyword_861,2605,38,Navigational,Blog
862,keyword_862,36895,47,Transactional,Product
863,keyword_863,46240,51,Navigational,Blog
864,keyword_864,23200,30,Transactional,Blog
865,keyword_865,35120,51,Informational,Product
866,keyword_866,38178,22,Informational,Landing Page
867,keyword_867,21059,73,Transactional,Product
868,keyword_868,28009,26,Transactional,Landing Page
869,keyword_869,28360,18,Navigational,Product
870,keyword_870,11503,50,Informational,Landing Page
871,keyword_871,22232,10,Transactional,Product
872,keyword_872,26326,11,Informational,Landing Page
873,keyword_873,30854,69,Transactional,Product
874,keyword_874,14343,57,Informational,Landing Page
875,keyword_875,44972,38,Navigational,Product
876,keyword_876,49029,19,Informational,Blog
877,keyword_877,6690,67,Informational,Landing Page
878,keyword_878,18140,69,Informational,Product
879,keyword_879,53028,30,Informational,Landing Page
880,keyword_880,38913,37,Informational,Landing Page
881,keyword_881,53138,84,Navigational,Product
882,keyword_882,53236,43,Transactional,Landing Page
883,keyword_883,42856,17,Informational,Product
884,keyword_884,45097,68,Navigational,Blog
885,keyword_885,41321,81,Informational,Landing Page
886,keyword_886,3830,58,Informational,Blog
887,keyword_887,19587,88,Transactional,Landing Page
888,keyword_888,41930,26,Informational,Landing Page
889,keyword_889,25004,69,Navigational,Landing Page
890,keyword_890,7614,54,Navigational,Product
891,keyword_891,13823,78,Transactional,Blog
892,keyword_892,34621,41,Informational,Landing Page
893,keyword_893,11475,53,Navigational,Product
894,keyword_894,11523,74,Informational,Landing Page
895,keyword_895,21947,17,Informational,Product
896,keyword_896,25433,86,Informational,Landing Page
897,keyword_897,24459,81,Transactional,Blog
898,keyword_898,1167,52,Informational,Blog
899,keyword_899,54120,10,Navigational,Landing Page
900,keyword_900,30203,60,Informational,Product
901,keyword_901,9837,33,Navigational,Landing Page
902,keyword_902,46927,33,Informational,Product
903,keyword_903,56471,26,Navigational,Landing Page
904,keyword_904,36987,14,Navigational,Product
905,keyword_905,19629,29,Informational,Blog
906,keyword_906,40751,30,Informational,Landing Page
907,keyword_907,32421,67,Navigational,Blog
908,keyword_908,33807,40,Transactional,Blog
909,keyword_909,27855,20,Informational,Landing Page
910,keyword_910,38232,61,Transactional,Landing Page
911,keyword_911,5335,24,Informational,Product
912,keyword_912,20659,16,Informational,Product
913,keyword_913,39310,37,Informational,Blog
914,keyword_914,48105,60,Informational,Product
915,keyword_915,56754,67,Transactional,Product
916,keyword_916,40580,14,Informational,Landing Page
917,keyword_917,38588,14,Navigational,Product
918,keyword_918,13716,17,Navigational,Blog
919,keyword_919,55784,73,Transactional,Product
920,keyword_920,57543,19,Informational,Blog
921,keyword_921,36047,47,Navigational,Landing Page
922,keyword_922,31971,17,Transactional,Blog
923,keyword_923,17808,34,Informational,Product
924,keyword_924,28032,82,Navigational,Landing Page
925,keyword_925,34849,75,Navigational,Product
926,keyword_926,57366,88,Transactional,Landing Page
927,keyword_927,52976,59,Informational,Landing Page
928,keyword_928,45945,76,Informational,Product
929,keyword_929,6213,58,Navigational,Product
930,keyword_930,56678,45,Navigational,Landing Page
931,keyword_931,49907,77,Navigational,Landing Page
932,keyword_932,5304,87,Informational,Product
933,keyword_933,51490,50,Transactional,Blog
934,keyword_934,10636,71,Transactional,Product
935,keyword_935,509,19,Informational,Landing Page
936,keyword_936,19755,30,Transactional,Product
937,keyword_937,58641,45,Navigational,Blog
938,keyword_938,24293,21,Transactional,Product
939,keyword_939,57070,11,Transactional,Landing Page
940,keyword_940,30048,22,Transactional,Product
941,keyword_941,38392,62,Navigational,Landing Page
942,keyword_942,1515,41,Informational,Landing Page
943,keyword_943,59668,25,Navigational,Product
944,keyword_944,28212,41,Informational,Landing Page
945,keyword_945,35461,41,Informational,Landing Page
946,keyword_946,8915,20,Informational,Blog
947,keyword_947,46818,19,Transactional,Blog
948,keyword_948,47780,24,Transactional,Blog
949,keyword_949,24333,26,Informational,Blog
950,keyword_950,4658,49,Informational,Landing Page
951,keyword_951,20809,27,Transactional,Product
952,keyword_952,7470,64,Navigational,Landing Page
953,keyword_953,7438,82,Informational,Landing Page
954,keyword_954,21668,34,Navigational,Landing Page
955,keyword_955,47040,68,Transactional,Product
956,keyword_956,20884,87,Informational,Blog
957,keyword_957,18517,31,Navigational,Landing Page
958,keyword_958,10844,39,Navigational,Landing Page
959,keyword_959,40534,53,Navigational,Blog
960,keyword_960,9202,41,Transactional,Landing Page
961,keyword_961,884,60,Transactional,Product
962,keyword_962,904,55,Navigational,Landing Page
963,keyword_963,41443,30,Navigational,Landing Page
964,keyword_964,48426,41,Transactional,Blog
965,keyword_965,29689,48,Navigational,Landing Page
966,keyword_966,13263,21,Navigational,Landing Page
967,keyword_967,18884,56,Transactional,Product
968,keyword_968,33106,27,Navigational,Blog
969,keyword_969,10360,30,Navigational,Blog
970,keyword_970,39257,22,Navigational,Product
971,keyword_971,15606,30,Transactional,Landing Page
972,keyword_972,51112,17,Navigational,Blog
973,keyword_973,24074,55,Transactional,Blog
974,keyword_974,24024,16,Transactional,Landing Page
975,keyword_975,4136,32,Informational,Landing Page
976,keyword_976,11416,84,Informational,Blog
977,keyword_977,5309,31,Navigational,Landing Page
978,keyword_978,32701,31,Transactional,Blog
979,keyword_979,53830,38,Informational,Landing Page
980,keyword_980,13956,22,Navigational,Landing Page
981,keyword_981,48712,11,Informational,Product
982,keyword_982,56897,38,Informational,Landing Page
983,keyword_983,56252,88,Transactional,Product
984,keyword_984,39265,61,Transactional,Landing Page
985,keyword_985,35316,36,Informational,Blog
986,keyword_986,45606,59,Informational,Blog
987,keyword_987,54432,88,Transactional,Landing Page
988,keyword_988,17600,32,Navigational,Landing Page
989,keyword_989,57591,53,Transactional,Blog
990,keyword_990,22449,86,Informational,Landing Page
991,keyword_991,5044,31,Navigational,Product
992,keyword_992,38244,52,Informational,Product
993,keyword_993,46043,46,Navigational,Product
994,keyword_994,43283,70,Informational,Product
995,keyword_995,27157,65,Navigational,Product
996,keyword_996,36687,12,Navigational,Landing Page
997,keyword_997,47698,72,Informational,Landing Page
998,keyword_998,7739,28,Navigational,Product
999,keyword_999,59418,32,Transactional,Landing Page
1000,keyword_1000,14989,38,Informational,Landing Page
1001,keyword_1001,49901,39,Transactional,Product
1002,keyword_1002,58517,48,Informational,Landing Page
1003,keyword_1003,43625,34,Navigational,Landing Page
1004,keyword_1004,50422,17,Navigational,Landing Page
1005,keyword_1005,29038,67,Navigational,Product
1006,keyword_1006,32549,25,Informational,Landing Page
1007,keyword_1007,37631,81,Transactional,Blog
1008,keyword_1008,43444,10,Transactional,Blog
1009,keyword_1009,50729,14,Informational,Product
1010,keyword_1010,8927,12,Informational,Blog
1011,keyword_1011,41848,74,Transactional,Product
1012,keyword_1012,24785,13,Transactional,Blog
1013,keyword_1013,38126,73,Transactional,Blog
1014,keyword_1014,43308,19,Transactional,Blog
1015,keyword_1015,23428,30,Informational,Product
1016,keyword_1016,54371,55,Informational,Product
1017,keyword_1017,19698,36,Navigational,Landing Page
1018,keyword_1018,20258,75,Transactional,Product
1019,keyword_1019,15754,50,Navigational,Blog
1020,keyword_1020,44738,22,Informational,Blog
1021,keyword_1021,1752,18,Informational,Product
1022,keyword_1022,40264,45,Navigational,Product
1023,keyword_1023,12673,67,Transactional,Product
1024,keyword_1024,37941,63,Transactional,Landing Page
1025,keyword_1025,27198,21,Transactional,Blog
1026,keyword_1026,54182,87,Transactional,Landing Page
1027,keyword_1027,59994,23,Navigational,Landing Page
1028,keyword_1028,16281,43,Navigational,Blog
1029,keyword_1029,13551,62,Informational,Blog
1030,keyword_1030,40149,29,Transactional,Product
1031,keyword_1031,7449,84,Transactional,Product
1032,keyword_1032,42789,25,Transactional,Landing Page
1033,keyword_1033,55893,79,Navigational,Product
1034,keyword_1034,8517,65,Transactional,Product
1035,keyword_1035,7441,67,Navigational,Blog
1036,keyword_1036,26434,13,Transactional,Blog
1037,keyword_1037,23886,13,Transactional,Product
1038,keyword_1038,10709,29,Informational,Blog
1039,keyword_1039,18215,19,Transactional,Product
1040,keyword_1040,29420,33,Transactional,Blog
1041,keyword_1041,53913,35,Informational,Blog
1042,keyword_1042,57300,46,Navigational,Blog
1043,keyword_1043,32203,63,Navigational,Blog
1044,keyword_1044,42818,30,Transactional,Product
1045,keyword_1045,54767,83,Navigational,Landing Page
1046,keyword_1046,5137,47,Transactional,Blog
1047,keyword_1047,5354,55,Informational,Product
1048,keyword_1048,52829,13,Informational,Product
1049,keyword_1049,57382,69,Transactional,Blog
1050,keyword_1050,43588,66,Informational,Landing Page
1051,keyword_1051,51832,54,Informational,Blog
1052,keyword_1052,38160,29,Transactional,Product
1053,keyword_1053,40311,26,Transactional,Landing Page
1054,keyword_1054,49789,80,Informational,Product
1055,keyword_1055,55979,13,Navigational,Blog
1056,keyword_1056,20356,23,Navigational,Landing Page
1057,keyword_1057,22333,12,Transactional,Product
1058,keyword_1058,52484,89,Transactional,Product
1059,keyword_1059,20463,67,Navigational,Product
1060,keyword_1060,55623,64,Informational,Blog
1061,keyword_1061,37432,13,Navigational,Landing Page
1062,keyword_1062,27669,33,Navigational,Blog
1063,keyword_1063,8441,43,Navigational,Blog
1064,keyword_1064,14888,39,Navigational,Blog
1065,keyword_1065,6069,28,Transactional,Landing Page
1066,keyword_1066,4800,40,Transactional,Blog
1067,keyword_1067,39537,69,Informational,Blog
1068,keyword_1068,37086,69,Informational,Blog
1069,keyword_1069,12515,28,Informational,Blog
1070,keyword_1070,45502,58,Informational,Product
1071,keyword_1071,51558,72,Navigational,Blog
1072,keyword_1072,6754,31,Transactional,Product
1073,keyword_1073,17644,33,Transactional,Blog
1074,keyword_1074,24714,85,Informational,Landing Page
1075,keyword_1075,40618,39,Informational,Product
1076,keyword_1076,15683,67,Navigational,Product
1077,keyword_1077,6738,40,Navigational,Product
1078,keyword_1078,6590,73,Informational,Product
1079,keyword_1079,12137,28,Transactional,Landing Page
1080,keyword_1080,22915,57,Transactional,Blog
1081,keyword_1081,24571,54,Transactional,Product
1082,keyword_1082,58743,64,Informational,Landing Page
1083,keyword_1083,45915,64,Transactional,Product
1084,keyword_1084,43179,27,Navigational,Blog
1085,keyword_1085,41740,72,Navigational,Product
1086,keyword_1086,18771,56,Informational,Landing Page
1087,keyword_1087,36534,84,Navigational,Blog
1088,keyword_1088,33934,66,Informational,Landing Page
1089,keyword_1089,4688,54,Transactional,Blog
1090,keyword_1090,50323,42,Transactional,Blog
1091,keyword_1091,10661,26,Transactional,Blog
1092,keyword_1092,29232,79,Navigational,Product
1093,keyword_1093,56429,13,Informational,Landing Page
1094,keyword_1094,11814,29,Transactional,Landing Page
1095,keyword_1095,24454,56,Informational,Landing Page
1096,keyword_1096,57608,24,Transactional,Blog
1097,keyword_1097,22008,79,Navigational,Product
1098,keyword_1098,22469,56,Navigational,Blog
1099,keyword_1099,46159,87,Informational,Landing Page
1100,keyword_1100,38045,84,Navigational,Product
1101,keyword_1101,37168,18,Navigational,Product
1102,keyword_1102,23561,25,Informational,Product
1103,keyword_1103,14216,78,Transactional,Landing Page
1104,keyword_1104,40249,70,Navigational,Product
1105,keyword_1105,39644,19,Informational,Product
1106,keyword_1106,17407,59,Navigational,Blog
1107,keyword_1107,19277,12,Navigational,Blog
1108,keyword_1108,28193,86,Navigational,Product
1109,keyword_1109,52245,79,Navigational,Product
1110,keyword_1110,43428,60,Informational,Blog
1111,keyword_1111,26829,28,Informational,Blog
1112,keyword_1112,47392,51,Informational,Blog
1113,keyword_1113,16782,44,Navigational,Landing Page
1114,keyword_1114,24124,55,Navigational,Landing Page
1115,keyword_1115,23821,35,Navigational,Blog
1116,keyword_1116,10988,78,Informational,Product
1117,keyword_1117,23074,73,Navigational,Blog
1118,keyword_1118,5740,46,Transactional,Landing Page
1119,keyword_1119,43721,58,Navigational,Product
1120,keyword_1120,10978,30,Transactional,Landing Page
1121,keyword_1121,56145,83,Navigational,Product
1122,keyword_1122,45662,73,Informational,Landing Page
1123,keyword_1123,19762,14,Navigational,Product
1124,keyword_1124,53795,79,Transactional,Product
1125,keyword_1125,53296,13,Transactional,Product
1126,keyword_1126,4932,48,Navigational,Product
1127,keyword_1127,30221,44,Transactional,Landing Page
1128,keyword_1128,14068,10,Transactional,Landing Page
1129,keyword_1129,59899,33,Informational,Product
1130,keyword_1130,14678,66,Navigational,Product
1131,keyword_1131,50928,79,Navigational,Landing Page
1132,keyword_1132,22695,50,Navigational,Product
1133,keyword_1133,802,63,Transactional,Product
1134,keyword_1134,17522,55,Navigational,Product
1135,keyword_1135,555,69,Navigational,Blog
1136,keyword_1136,46281,69,Informational,Product
1137,keyword_1137,9217,66,Informational,Blog
1138,keyword_1138,29199,40,Informational,Product
1139,keyword_1139,8650,33,Transactional,Landing Page
1140,keyword_1140,2625,45,Navigational,Blog
1141,keyword_1141,44747,39,Informational,Blog
1142,keyword_1142,49013,33,Informational,Product
1143,keyword_1143,17248,39,Informational,Product
1144,keyword_1144,40077,16,Navigational,Blog
1145,keyword_1145,5121,44,Navigational,Landing Page
1146,keyword_1146,15534,64,Navigational,Landing Page
1147,keyword_1147,46891,23,Transactional,Product
1148,keyword_1148,5626,19,Transactional,Landing Page
1149,keyword_1149,5622,89,Informational,Landing Page
1150,keyword_1150,18530,25,Navigational,Product
1151,keyword_1151,17802,63,Informational,Landing Page
1152,keyword_1152,19681,86,Navigational,Product
1153,keyword_1153,56158,79,Navigational,Blog
1154,keyword_1154,39138,53,Navigational,Product
1155,keyword_1155,2031,82,Transactional,Blog
1156,keyword_1156,41440,54,Transactional,Blog
1157,keyword_1157,52997,65,Navigational,Landing Page
1158,keyword_1158,40941,66,Informational,Landing Page
1159,keyword_1159,23833,30,Navigational,Landing Page
1160,keyword_1160,40150,77,Navigational,Product
1161,keyword_1161,35174,59,Informational,Landing Page
1162,keyword_1162,36354,42,Navigational,Blog
1163,keyword_1163,46771,16,Informational,Landing Page
1164,keyword_1164,8652,79,Transactional,Landing Page
1165,keyword_1165,39018,24,Transactional,Product
1166,keyword_1166,46040,41,Informational,Product
1167,keyword_1167,10767,84,Transactional,Blog
1168,keyword_1168,25789,29,Transactional,Product
1169,keyword_1169,1562,24,Informational,Landing Page
1170,keyword_1170,51628,57,Transactional,Product
1171,keyword_1171,50948,80,Navigational,Blog
1172,keyword_1172,30426,30,Navigational,Landing Page
1173,keyword_1173,6729,51,Informational,Blog
1174,keyword_1174,57293,35,Transactional,Product
1175,keyword_1175,49777,23,Navigational,Product
1176,keyword_1176,48415,66,Navigational,Blog
1177,keyword_1177,5132,46,Transactional,Landing Page
1178,keyword_1178,39556,67,Transactional,Product
1179,keyword_1179,4096,30,Navigational,Product
1180,keyword_1180,44743,78,Navigational,Landing Page
1181,keyword_1181,6668,12,Informational,Product
1182,keyword_1182,43063,46,Informational,Blog
1183,keyword_1183,8061,58,Navigational,Product
1184,keyword_1184,8758,28,Informational,Product
1185,keyword_1185,17116,21,Navigational,Landing Page
1186,keyword_1186,59013,70,Navigational,Blog
1187,keyword_1187,27234,50,Informational,Landing Page
1188,keyword_1188,6871,42,Informational,Product
1189,keyword_1189,53858,59,Transactional,Product
1190,keyword_1190,26569,77,Transactional,Landing Page
1191,keyword_1191,14869,80,Transactional,Landing Page
1192,keyword_1192,13410,42,Navigational,Landing Page
1193,keyword_1193,8443,33,Informational,Blog
1194,keyword_1194,12699,70,Navigational,Product
1195,keyword_1195,16228,70,Informational,Landing Page
1196,keyword_1196,23775,37,Navigational,Product
1197,keyword_1197,7238,67,Transactional,Blog
1198,keyword_1198,16413,52,Transactional,Blog
1199,keyword_1199,35740,50,Transactional,Blog
1200,keyword_1200,19623,48,Navigational,Blog
1201,keyword_1201,55053,58,Informational,Product
1202,keyword_1202,48947,26,Informational,Blog
1203,keyword_1203,35029,79,Transactional,Blog
1204,keyword_1204,10667,79,Transactional,Landing Page
1205,keyword_1205,11054,74,Transactional,Blog
1206,keyword_1206,17760,83,Transactional,Landing Page
1207,keyword_1207,47545,14,Informational,Blog
1208,keyword_1208,4312,11,Navigational,Blog
1209,keyword_1209,28524,31,Navigational,Landing Page
1210,keyword_1210,59156,66,Navigational,Blog
1211,keyword_1211,51112,75,Navigational,Product
1212,keyword_1212,27785,83,Transactional,Product
1213,keyword_1213,27400,25,Transactional,Blog
1214,keyword_1214,51385,60,Transactional,Product
1215,keyword_1215,2105,48,Navigational,Landing Page
1216,keyword_1216,6122,85,Transactional,Blog
1217,keyword_1217,7267,49,Transactional,Blog
1218,keyword_1218,27639,47,Informational,Landing Page
1219,keyword_1219,12113,69,Informational,Landing Page
1220,keyword_1220,56638,68,Transactional,Landing Page
1221,keyword_1221,53169,19,Informational,Blog
1222,keyword_1222,11089,73,Informational,Landing Page
1223,keyword_1223,14418,72,Transactional,Landing Page
1224,keyword_1224,20619,58,Transactional,Product
1225,keyword_1225,27946,73,Transactional,Product
1226,keyword_1226,59004,41,Transactional,Blog
1227,keyword_1227,13546,16,Navigational,Product
1228,keyword_1228,25318,30,Navigational,Product
1229,keyword_1229,35858,29,Transactional,Landing Page
1230,keyword_1230,50715,35,Informational,Landing Page
1231,keyword_1231,4824,77,Transactional,Product
1232,keyword_1232,11287,24,Transactional,Product
1233,keyword_1233,9611,88,Informational,Product
1234,keyword_1234,38610,23,Navigational,Blog
1235,keyword_1235,16889,36,Transactional,Blog
1236,keyword_1236,57141,49,Transactional,Blog
1237,keyword_1237,41927,67,Navigational,Product
1238,keyword_1238,14543,37,Navigational,Product
1239,keyword_1239,29246,35,Informational,Blog
1240,keyword_1240,57847,72,Navigational,Blog
1241,keyword_1241,22850,75,Navigational,Product
1242,keyword_1242,42105,34,Navigational,Landing Page
1243,keyword_1243,617,12,Informational,Blog
1244,keyword_1244,47185,81,Navigational,Product
1245,keyword_1245,19435,53,Navigational,Product
